Term,Expansion,,Expansion,,Abbreviation,HP_0045077,abbreviation,,,,,,
multiplex,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
museum,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
nature strip,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
nave,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Near East,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
necropolis,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
New England,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
news room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
news stand,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
newsroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
nightclub,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Nissen hut,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
No 10,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
no fly zone,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
no go area,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Number Ten,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
nursing home,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
oast house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
observatory,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
off licence,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
off ramp,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
office block,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
oilfield,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Old Bailey,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
on ramp,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
op shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
open prison,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
opera house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
operating theatre,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
operations room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
opportunity shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
orangery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
orbital,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
orchestra pit,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
oriel,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
outbuilding,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
outer belt,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
outer space,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
outfield,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
outside lane,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
overbridge,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
overpass,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
package store,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
padded cell,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
paddling pool,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pagoda,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
paper shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parade ground,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parapet,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parkade,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parking garage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parking lot,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parkland,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parkway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
parsonage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
party wall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
passing lane,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pasturage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pastureland,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
patio,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pawnshop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pedestrian crossing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pelican crossing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
penalty area,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
penitentiary,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pension,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
penthouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pergola,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
petrol station,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
petting zoo,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
piazza,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pied Ã  terre,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pillbox,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
piste,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pizzeria,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
planetarium,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
playroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
plunge pool,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
polling booth,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
polling station,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
polyclinic,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
poolside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
poorhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Portakabin,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
post exchange,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
potting shed,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
power plant,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
power station,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
prefab,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
premises,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
press box,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
press gallery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
priory,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pub,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
public bar,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
public convenience,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
public house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
public housing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pump room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
pup tent,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
purlieus,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
putting green,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
PX,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
quadrangle,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
quarter sessions,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
quay,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
quayside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Quonset hut,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
racecourse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
raceway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
railing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rampart,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
ranch,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rat run,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
reactor,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
reading room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
realty,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
reception room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rectory,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
red zone,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
refectory,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
reference library,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Reformed Church,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
registry office,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
relief road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rest area,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rest house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
restaurant,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
restroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
retail park,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
retail store,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
ridge tent,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
right field,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
ring road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
ringside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
riviera,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
roadhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
roadside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
roadway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rock garden,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rockery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rondavel,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
roof garden,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rooftop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rooming house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rotunda,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
row house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
rumpus room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sacristy,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
safari park,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
safe house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
safety island,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
saleroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
salesroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
saltbox,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sand trap,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sandbox,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Savile Row,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
school district,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
schoolroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
schoolyard,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
science park,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Scotland Yard,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
scriptorium,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
scullery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sea lane,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sea wall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
seaside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
senior common room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sentry box,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
servery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
service area,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
service road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
settlement house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shack,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shamba,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shed,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sheepfold,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sheriff court,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shifting cultivation,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shipyard,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shithouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shophouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shopping arcade,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shopping centre,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shopping mall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
show house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
showground,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
showroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
shrubbery,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sickbay,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sickroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
side road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
side street,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sidewalk,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
signal box,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sitting room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
skatepark,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
ski run,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
skidpan,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
skyscraper,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
slaughterhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sleeping policeman,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
slip road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
slipway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
slow lane,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
small claims court,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
smithy,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
smoke shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
snowfield,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
snug,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
social housing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
solarium,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
souk,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sound stage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
spaza,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
special development area,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
speed hump,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
speed trap,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
splashdown,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sports bar,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sports centre,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
St Elmo's fire,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stabling,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stadium,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
staffroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
state house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stately home,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
station house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
steakhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stockbroker belt,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stockroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stoep,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
stonework,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
storeroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
straightaway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
street,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
strike zone,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
strip club,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
strip mall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
strongroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
study bedroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sub post office,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
substation,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
suburb,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sun lounge,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sunroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
sunspot,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
supercontinent,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
supermarket,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
superstore,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Supreme Court,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
suspension bridge,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
swimming bath,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
swing bridge,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
synagogue,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tank,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
taproom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tavern,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tea room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tea shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
teepee,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
telecottage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tenement,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tent,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tepee,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
terminus,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
terraced house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
theme park,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
thoroughfare,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
thrift shop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
throughway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
thruway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tied house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
time zone,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
toll plaza,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tollbooth,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tomb,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tower block,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
town hall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tract house,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
trading post,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
traffic island,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
transept,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
transport cafe,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
trattoria,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
tribunal,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
truck farm,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
truck stop,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
trunk road,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
turnpike,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
twin bedroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
two up two down,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
underpass,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
upstairs,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
utility room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Valhalla,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
variety store,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
vaudeville theater,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
velodrome,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Venture Scout,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
vestry,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
viaduct,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
vicarage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
vicinity,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
void deck,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
voting booth,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wading pool,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
waiting room,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
walkway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wall,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
Wall Street,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wall tent,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wardroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
warehouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
washroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
water closet,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
water meadow,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
watermill,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
waterway,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wayside,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
WC,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
West End,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wheelhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
whorehouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wigwam,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wind tunnel,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wind turbine,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wine bar,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wine farm,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
winning post,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
woodshed,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
workhouse,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
workroom,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
wreckage,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
youth club,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
youth hostel,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
yurt,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
zebra crossing,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
zoo,Structure-OR-Area,,Structure-OR-Area,,,,,,,,,,
aqueduct,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
aviary,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
bedding,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
belvedere,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
blast furnace,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
bodywork,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
bus shelter,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
buttress,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
chimney piece,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
chloroplast,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
climbing frame,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
conning tower,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
cowcatcher,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
cranium,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
crash barrier,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
crosspiece,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
facility,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
gallows,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
gasometer,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
gibbet,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
grandstand,Structure-OR-Area-OR-ManmadeObject,,Structure-OR-Area-OR-ManmadeObject,,,,,,,,,,
